children,agent,country
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,0.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,9.0,FRA
0.0,37.0,PRT
0.0,37.0,PRT
0.0,9.0,CHE
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,12.0,PRT
0.0,12.0,PRT
0.0,12.0,PRT
0.0,12.0,PRT
0.0,12.0,PRT
0.0,37.0,PRT
2.0,9.0,FRA
0.0,9.0,TUR
0.0,9.0,PER
0.0,9.0,TUR
0.0,0.0,PRT
0.0,9.0,PRT
0.0,8.0,PRT
0.0,8.0,PRT
0.0,9.0,ITA
1.0,9.0,AUT
0.0,9.0,AUT
0.0,9.0,AUT
0.0,9.0,AUT
0.0,9.0,USA
0.0,9.0,USA
0.0,9.0,AUT
0.0,7.0,DEU
0.0,7.0,DEU
0.0,7.0,DEU
0.0,7.0,DEU
0.0,7.0,PRT
0.0,1.0,PRT
0.0,9.0,PRT
0.0,153.0,ESP
0.0,153.0,ESP
0.0,153.0,ESP
0.0,1.0,PRT
0.0,9.0,FRA
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,14.0,FRA
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,9.0,ESP
0.0,9.0,BEL
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,9.0,ESP
0.0,9.0,BEL
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
2.0,14.0,GBR
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
2.0,9.0,AUT
0.0,30.0,PRT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,9.0,AUT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,9.0,AUT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,PRT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,PRT
1.0,9.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,PRT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,9.0,AUT
0.0,30.0,PRT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,PRT
0.0,30.0,PRT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,PRT
0.0,9.0,AUT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,PRT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,PRT
0.0,30.0,PRT
0.0,30.0,PRT
1.0,9.0,AUT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,PRT
0.0,30.0,PRT
0.0,30.0,AUT
0.0,30.0,AUT
0.0,30.0,FRA
0.0,30.0,PRT
0.0,30.0,PRT
0.0,30.0,PRT
0.0,9.0,PRT
1.0,9.0,AUT
2.0,9.0,CHE
0.0,30.0,AUT
0.0,8.0,PRT
0.0,9.0,GBR
0.0,7.0,PRT
0.0,9.0,GBR
0.0,9.0,GBR
0.0,9.0,AUT
0.0,9.0,POL
0.0,9.0,GBR
0.0,9.0,GBR
0.0,9.0,GBR
0.0,9.0,PRT
0.0,9.0,DEU
0.0,0.0,AUT
0.0,9.0,DEU
0.0,9.0,GBR
0.0,9.0,GBR
0.0,9.0,HRV
0.0,9.0,POL
0.0,9.0,USA
0.0,9.0,FRA
2.0,9.0,USA
0.0,0.0,PRT
0.0,9.0,GBR
2.0,9.0,USA
0.0,9.0,FRA
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,9.0,CHN
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,9.0,FRA
0.0,9.0,BRA
0.0,8.0,PRT
0.0,9.0,BRA
0.0,9.0,CHN
0.0,9.0,ITA
0.0,9.0,FRA
0.0,9.0,GBR
0.0,9.0,DEU
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,9.0,BEL
0.0,9.0,KOR
0.0,1.0,PRT
0.0,9.0,KOR
0.0,26.0,PRT
0.0,85.0,PRT
0.0,26.0,PRT
0.0,26.0,PRT
0.0,26.0,PRT
0.0,26.0,PRT
0.0,0.0,PRT
0.0,9.0,ITA
0.0,26.0,PRT
0.0,26.0,PRT
0.0,26.0,PRT
0.0,14.0,CHN
0.0,14.0,CHN
0.0,9.0,FRA
0.0,27.0,PRT
0.0,26.0,PRT
0.0,85.0,PRT
0.0,26.0,PRT
0.0,26.0,PRT
0.0,14.0,CHN
0.0,26.0,PRT
0.0,26.0,PRT
0.0,26.0,PRT
0.0,26.0,PRT
0.0,26.0,PRT
0.0,9.0,GBR
0.0,8.0,GBR
0.0,8.0,GBR
0.0,26.0,PRT
0.0,9.0,ITA
0.0,8.0,GBR
0.0,42.0,PRT
0.0,9.0,GBR
0.0,9.0,ITA
0.0,9.0,FRA
0.0,42.0,PRT
0.0,9.0,PRT
0.0,9.0,SWE
0.0,9.0,GBR
1.0,11.0,GBR
0.0,9.0,DEU
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,14.0,FRA
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,14.0,CHE
0.0,0.0,PRT
0.0,0.0,PRT
0.0,9.0,GBR
0.0,0.0,PRT
1.0,9.0,BRA
0.0,7.0,PRT
0.0,9.0,CHN
0.0,8.0,PRT
0.0,7.0,PRT
0.0,9.0,CHN
0.0,7.0,PRT
0.0,9.0,FRA
0.0,9.0,CHN
0.0,7.0,PRT
0.0,9.0,FRA
0.0,7.0,PRT
0.0,7.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,9.0,BRA
0.0,14.0,FRA
0.0,14.0,FRA
0.0,9.0,FRA
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,9.0,ESP
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,9.0,ITA
0.0,9.0,CHN
0.0,9.0,ESP
0.0,9.0,ITA
0.0,9.0,CHN
1.0,9.0,ITA
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,9.0,NLD
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,9.0,GBR
0.0,9.0,DNK
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,9.0,GBR
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
0.0,0.0,PRT
1.0,9.0,ITA
2.0,9.0,GBR
0.0,0.0,PRT
0.0,0.0,PRT
1.0,9.0,NIC
0.0,0.0,PRT
0.0,0.0,PRT
0.0,15.0,PRT
0.0,9.0,ITA
0.0,15.0,PRT
1.0,9.0,IND
0.0,9.0,FRA
0.0,83.0,PRT
0.0,14.0,THA
0.0,9.0,FRA
0.0,9.0,RUS
0.0,9.0,CHN
0.0,9.0,PRT
0.0,9.0,CHE
0.0,9.0,FRA
0.0,9.0,IRL
0.0,9.0,FRA
0.0,9.0,AUS
0.0,9.0,FRA
0.0,9.0,ITA
0.0,9.0,ITA
0.0,9.0,DEU
0.0,9.0,ITA
0.0,8.0,PRT
2.0,9.0,ITA
0.0,22.0,PRT
0.0,22.0,PRT
0.0,22.0,PRT
0.0,22.0,PRT
0.0,1.0,PRT
0.0,14.0,PRT
0.0,9.0,BRA
0.0,9.0,BRA
0.0,9.0,BRA
0.0,1.0,PRT
0.0,9.0,CHE
0.0,9.0,BRA
0.0,9.0,PRT
0.0,9.0,BRA
0.0,9.0,BRA
0.0,235.0,PRT
0.0,3.0,PRT
0.0,235.0,PRT
0.0,235.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,235.0,PRT
0.0,235.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,8.0,FRA
0.0,1.0,PRT
0.0,1.0,PRT
0.0,235.0,PRT
0.0,235.0,PRT
0.0,235.0,PRT
0.0,235.0,PRT
0.0,9.0,RUS
0.0,1.0,PRT
0.0,235.0,PRT
0.0,235.0,PRT
0.0,235.0,PRT
0.0,235.0,PRT
0.0,235.0,PRT
0.0,235.0,PRT
0.0,235.0,PRT
0.0,235.0,PRT
0.0,235.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,235.0,PRT
0.0,1.0,PRT
0.0,235.0,PRT
0.0,9.0,CHN
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,235.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,235.0,PRT
0.0,235.0,PRT
0.0,235.0,PRT
0.0,235.0,PRT
0.0,235.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,235.0,PRT
0.0,235.0,PRT
0.0,235.0,PRT
0.0,192.0,PRT
0.0,9.0,ITA
0.0,9.0,ITA
0.0,118.0,PRT
0.0,9.0,DEU
0.0,118.0,PRT
0.0,9.0,BEL
0.0,9.0,ITA
0.0,118.0,PRT
0.0,192.0,PRT
0.0,9.0,CHE
0.0,9.0,ITA
0.0,192.0,PRT
0.0,9.0,ESP
2.0,9.0,ITA
0.0,9.0,PRT
0.0,9.0,BEL
0.0,9.0,BEL
0.0,9.0,DNK
0.0,192.0,PRT
0.0,9.0,PRT
0.0,9.0,ITA
0.0,9.0,ESP
0.0,9.0,BEL
0.0,9.0,BEL
0.0,9.0,ESP
0.0,9.0,DEU
0.0,9.0,SWE
0.0,118.0,PRT
0.0,14.0,IRL
0.0,9.0,FRA
0.0,9.0,CHL
0.0,9.0,IRL
0.0,9.0,CHE
0.0,9.0,CHE
0.0,9.0,GRC
1.0,9.0,USA
0.0,9.0,CHN
0.0,9.0,DEU
0.0,119.0,PRT
0.0,119.0,PRT
0.0,119.0,PRT
0.0,119.0,PRT
0.0,119.0,PRT
0.0,119.0,PRT
0.0,119.0,PRT
0.0,119.0,PRT
0.0,119.0,PRT
0.0,119.0,PRT
0.0,119.0,PRT
0.0,119.0,PRT
0.0,20.0,PRT
0.0,119.0,PRT
0.0,119.0,PRT
0.0,119.0,PRT
0.0,119.0,PRT
0.0,119.0,PRT
0.0,119.0,PRT
0.0,119.0,PRT
0.0,119.0,PRT
0.0,119.0,PRT
0.0,7.0,ESP
0.0,119.0,PRT
0.0,119.0,PRT
0.0,20.0,PRT
0.0,119.0,PRT
0.0,3.0,PRT
0.0,9.0,ESP
0.0,3.0,PRT
0.0,9.0,ESP
0.0,28.0,PRT
0.0,9.0,FRA
0.0,9.0,SWE
0.0,9.0,ITA
0.0,7.0,GBR
0.0,9.0,KOR
0.0,9.0,KOR
0.0,9.0,FRA
0.0,9.0,PRT
0.0,0.0,PRT
0.0,9.0,GBR
0.0,5.0,PRT
0.0,5.0,PRT
0.0,5.0,PRT
0.0,5.0,PRT
0.0,5.0,PRT
0.0,9.0,FRA
0.0,5.0,PRT
0.0,5.0,PRT
0.0,9.0,USA
0.0,5.0,PRT
0.0,5.0,PRT
0.0,5.0,PRT
0.0,5.0,PRT
0.0,5.0,PRT
0.0,5.0,PRT
0.0,9.0,FRA
0.0,5.0,PRT
0.0,5.0,PRT
0.0,5.0,PRT
0.0,5.0,PRT
0.0,5.0,PRT
0.0,9.0,CHE
0.0,5.0,PRT
0.0,5.0,PRT
0.0,5.0,PRT
0.0,5.0,PRT
0.0,9.0,CHN
0.0,5.0,PRT
0.0,5.0,PRT
0.0,5.0,PRT
0.0,5.0,PRT
0.0,5.0,PRT
0.0,5.0,PRT
0.0,9.0,GBR
0.0,9.0,FRA
0.0,9.0,FRA
0.0,1.0,PRT
0.0,9.0,GBR
0.0,14.0,CHE
0.0,9.0,FRA
0.0,9.0,FRA
0.0,8.0,POL
0.0,14.0,BEL
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,9.0,JPN
0.0,9.0,JPN
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,171.0,PRT
0.0,9.0,BRA
0.0,0.0,PRT
0.0,6.0,PRT
0.0,6.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,6.0,PRT
0.0,37.0,PRT
0.0,6.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,6.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,37.0,PRT
0.0,6.0,PRT
0.0,6.0,PRT
0.0,37.0,PRT
0.0,191.0,PRT
0.0,9.0,DEU
0.0,9.0,DEU
0.0,0.0,PRT
0.0,9.0,IRL
0.0,9.0,IRL
1.0,9.0,BRA
0.0,14.0,CN
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,9.0,DNK
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,19.0,PRT
0.0,9.0,NOR
0.0,9.0,SWE
0.0,9.0,BRA
0.0,14.0,AGO
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,7.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,0.0,PRT
0.0,42.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,0.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,42.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,42.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,9.0,USA
0.0,42.0,PRT
0.0,42.0,PRT
0.0,9.0,NLD
0.0,9.0,CHE
0.0,9.0,PRT
0.0,9.0,BRA
0.0,9.0,ISR
0.0,42.0,PRT
0.0,9.0,FRA
0.0,9.0,SWE
0.0,9.0,ARG
0.0,9.0,SWE
0.0,27.0,PRT
0.0,9.0,ARG
0.0,9.0,FRA
0.0,9.0,DEU
0.0,9.0,DEU
1.0,9.0,PRT
0.0,7.0,DEU
0.0,7.0,DEU
2.0,9.0,USA
0.0,14.0,GBR
0.0,9.0,FRA
0.0,7.0,DEU
0.0,85.0,PRT
0.0,9.0,ISR
2.0,9.0,GBR
0.0,89.0,PRT
2.0,9.0,AGO
0.0,9.0,AGO
0.0,9.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,9.0,JPN
0.0,9.0,JPN
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,1.0,PRT
0.0,191.0,PRT
0.0,9.0,BEL
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,1.0,PRT
0.0,9.0,CHN
0.0,191.0,PRT
0.0,7.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,191.0,PRT
0.0,9.0,SWE
0.0,191.0,PRT
0.0,191.0,PRT
0.0,9.0,JPN
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,9.0,ITA
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,9.0,ITA
0.0,9.0,ITA
0.0,1.0,PRT
0.0,1.0,PRT
0.0,9.0,ITA
0.0,1.0,PRT
0.0,1.0,PRT
1.0,9.0,CHN
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,9.0,ARG
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,1.0,PRT
0.0,9.0,ITA
1.0,9.0,BRA
0.0,9.0,FRA
2.0,9.0,ESP
1.0,1.0,FRA
0.0,1.0,PRT
0.0,9.0,GBR
0.0,1.0,PRT
0.0,1.0,FRA
0.0,1.0,FRA
0.0,1.0,PRT
0.0,1.0,FRA
0.0,1.0,FRA
0.0,9.0,BRA
0.0,1.0,FRA
0.0,1.0,PRT
0.0,9.0,GBR
0.0,1.0,FRA
0.0,7.0,PRT
0.0,9.0,AUT
0.0,9.0,ESP
0.0,9.0,ESP
0.0,1.0,FRA
1.0,1.0,FRA
0.0,9.0,ESP
0.0,1.0,FRA
0.0,1.0,FRA
0.0,1.0,FRA
0.0,1.0,FRA
0.0,9.0,ESP
0.0,1.0,FRA
0.0,1.0,PRT
0.0,9.0,FRA
0.0,9.0,DEU
0.0,9.0,CHE
0.0,9.0,CHE
0.0,11.0,AUT
0.0,6.0,PRT
0.0,0.0,PRT
0.0,187.0,PRT
0.0,9.0,DEU
0.0,9.0,AUS
0.0,187.0,PRT
0.0,9.0,POL
0.0,15.0,PRT
0.0,9.0,GBR
0.0,9.0,NZL
0.0,9.0,NLD
0.0,6.0,PRT
0.0,9.0,ITA
0.0,6.0,PRT
0.0,9.0,PRT
2.0,9.0,ESP
0.0,9.0,IRL
0.0,9.0,NZL
0.0,9.0,TUR
1.0,9.0,AGO
2.0,9.0,AGO
0.0,14.0,AGO
0.0,14.0,AGO
0.0,9.0,FRA
1.0,9.0,FIN
2.0,9.0,BRA
2.0,9.0,ARE
0.0,9.0,ESP
0.0,9.0,NOR
0.0,14.0,GBR
2.0,9.0,USA
0.0,9.0,FRA
0.0,9.0,FRA
0.0,3.0,PRT
2.0,9.0,SWE
0.0,14.0,USA
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,236.0,PRT
0.0,9.0,PRT
0.0,9.0,BRA
0.0,9.0,RUS
